iata_code,name,municipality,iso_country,iso_region,type,latitude_deg,longitude_deg
DIR,Aba Tenna Dejazmach Yilma International Airport,Dire Dawa,ET,ET-DD,large_airport,9.623549,41.855027
DIU,Diu Airport,Diu,IN,IN-DH,small_airport,20.714185,70.921855
DIY,Diyarbakır Airport,Diyarbakır,TR,TR-21,medium_airport,37.893902,40.201
DJB,Sultan Thaha Airport,Jambi,ID,ID-JA,small_airport,-1.638685,103.645063
DJE,Djerba Zarzis International Airport,Mellita,TN,TN-82,large_airport,33.873719,10.7773
DJG,Tiska Djanet Airport,Djanet,DZ,DZ-56,large_airport,24.285448,9.463652
DJJ,Dortheys Hiyo Eluay International Airport,Sentani,ID,ID-PA,large_airport,-2.579627,140.519857
DJT,President Donald J. Trump International Airport,West Palm Beach,US,US-FL,large_airport,26.683201,-80.095596
DKA,Umaru Musa Yar'adua Airport,Katsina,NG,NG-KT,medium_airport,13.0078,7.66045
DLA,Douala International Airport,Douala,CM,CM-LT,large_airport,4.00608,9.71948
DLC,Dalian Zhoushuizi International Airport,Dalian (Ganjingzi),CN,CN-21,large_airport,38.965719,121.538477
DLE,Dole Tavaux Airport,Dole,FR,FR-BFC,medium_airport,47.038955,5.427589
DLG,Dillingham Airport,Dillingham,US,US-AK,medium_airport,59.04470062,-158.5050049
DLH,Duluth International Airport,Duluth,US,US-MN,medium_airport,46.841873,-92.198746
DLI,Lien Khuong Airport,Da Lat,VN,VN-CH,medium_airport,11.750556,108.366997
DLM,Dalaman International Airport,Dalaman,TR,TR-48,large_airport,36.7131,28.7925
DLR,Dalnerechensk Airport,Dalnerechensk,RU,RU-PRI,small_airport,45.879857,133.737629
DLU,Dali Fengyi Airport,Dali (Xiaguan),CN,CN-53,medium_airport,25.649401,100.319
DLZ,Dalanzadgad Airport,Dalanzadgad,MN,MN-053,medium_airport,43.608628,104.367734
DMB,Taraz International Airport,Taraz,KZ,KZ-ZHA,large_airport,42.8536,71.303596
DMD,Doomadgee Airport,,AU,AU-QLD,small_airport,-17.9403,138.822006
DME,Domodedovo International Airport,Moscow,RU,RU-MOS,large_airport,55.408798,37.9063
DMK,Don Mueang International Airport,Bangkok,TH,TH-10,large_airport,13.9126,100.607002
DMM,King Fahd International Airport,Ad Dammam,SA,SA-04,large_airport,26.4691,49.798209
DMU,Dimapur Airport,Dimapur,IN,IN-NL,medium_airport,25.883899688699998,93.77110290530001
DND,Dundee Airport,Dundee,GB,GB-SCT,medium_airport,56.452499,-3.02583
DNH,Dunhuang Mogao International Airport,Dunhuang,CN,CN-62,large_airport,40.161953,94.812827
DNZ,Çardak Airport,Denizli,TR,TR-20,medium_airport,37.7855987549,29.7012996674
DOD,Dodoma Airport,Dodoma,TZ,TZ-03,medium_airport,-6.170559,35.756036
DOG,Dongola Airport,Dongola,SD,SD-01,medium_airport,19.153666,30.430069
DOH,Hamad International Airport,Doha,QA,QA-DA,large_airport,25.273056,51.608056
DOL,Deauville Normandie airport,Deauville,FR,FR-NOR,medium_airport,49.365237,0.154481
DOM,Douglas-Charles Airport,Marigot,DM,DM-02,medium_airport,15.546673,-61.301082
DOP,Dolpa Airport,Dolpa,NP,NP-P6,small_airport,28.985659,82.818703
DOV,Dover Civil Air Terminal/Dover Air Force Base,Dover,US,US-DE,medium_airport,39.129501,-75.466003
DOY,Dongying Shengli Airport,Dongying (Kenli),CN,CN-37,medium_airport,37.50137,118.789863
DPL,Dipolog Airport,Dipolog,PH,PH-ZAN,medium_airport,8.601983,123.341875
DPO,Devonport Airport,Devonport,AU,AU-TAS,medium_airport,-41.1697006226,146.429992676
DPS,Denpasar I Gusti Ngurah Rai International Airport,"Kuta, Badung",ID,ID-BA,large_airport,-8.748409,115.167123
DPT,Deputatskiy Airport,Deputatskiy,RU,RU-SA,small_airport,69.392503,139.890012
DQA,Daqing Sartu Airport,Daqing,CN,CN-23,small_airport,46.750883,125.138642
DQM,Duqm International Airport,Duqm,OM,OM-WU,large_airport,19.501944,57.634167
DRG,Deering Airport,Deering,US,US-AK,medium_airport,66.068901,-162.766914
DRJ,Drietabbetje Airport,Drietabbetje,SR,SR-SI,small_airport,4.111359,-54.672766
DRO,Durango La Plata County Airport,Durango,US,US-CO,medium_airport,37.151501,-107.753998
DRP,Bicol International Airport,Legazpi,PH,PH-ALB,large_airport,13.111915,123.676829
DRS,Dresden Airport,Dresden,DE,DE-SN,large_airport,51.134123,13.767831
DRV,Dharavandhoo Airport,Baa Atoll,MV,MV-20,small_airport,5.1561,73.1302
DRW,Darwin International Airport / RAAF Darwin,Darwin,AU,AU-NT,large_airport,-12.41497,130.88185
DSD,La Désirade Airport,Grande Anse,GP,GP-U-A,small_airport,16.296902,-61.0844
DSE,Kombolcha Airport,Dessie,ET,ET-AM,small_airport,11.10975,39.725911
DSI,Destin Executive Airport,Destin,US,US-FL,medium_airport,30.400101,-86.471497
DSM,Des Moines International Airport,Des Moines,US,US-IA,large_airport,41.534027,-93.656719
DSN,Ordos Ejin Horo International Airport,Ordos,CN,CN-15,large_airport,39.493514,109.8599
DSO,Sondok Airport,Sŏndŏng-ni,KP,KP-08,medium_airport,39.745201,127.473999
DSS,Blaise Diagne International Airport,Dakar,SN,SN-DK,large_airport,14.670878,-17.072829
DSY,Dara Sakor International Airport,Ta Noun,KH,KH-9,large_airport,10.914244,103.226652
DTB,Silangit Airport,Siborong-Borong,ID,ID-SU,small_airport,2.25973,98.991898
DTD,Datadawai Airport,Datadawai-Borneo Island,ID,ID-KI,small_airport,0.807028,114.529052
DTM,Dortmund Airport,Dortmund,DE,DE-NW,large_airport,51.518299,7.61224
DTR,Decatur Shores Airport,Decatur,US,US-WA,small_airport,48.500171,-122.813973
DTU,Wudalianchi Dedu Airport,Heihe,CN,CN-23,medium_airport,48.441037,126.128374
DTW,Detroit Metropolitan Wayne County Airport,Detroit,US,US-MI,large_airport,42.21377,-83.353786
DUB,Dublin Airport,Dublin,IE,IE-D,large_airport,53.428713,-6.262121
DUD,Dunedin International Airport,Dunedin,NZ,NZ-OTA,medium_airport,-45.929017,170.197758
DUE,Dundo Airport,Chitato,AO,AO-LNO,medium_airport,-7.400889873504639,20.818500518798828
DUJ,DuBois Regional Airport,Dubois,US,US-PA,medium_airport,41.17829895,-78.8986969
DUM,Pinang Kampai Airport,Dumai,ID,ID-RI,medium_airport,1.609026,101.433493
DUR,King Shaka International Airport,Durban,ZA,ZA-NL,large_airport,-29.6144444444,31.1197222222
DUS,Düsseldorf Airport,Düsseldorf,DE,DE-NW,large_airport,51.289501,6.76678
DUT,Tom Madsen (Dutch Harbor) Airport,Unalaska,US,US-AK,medium_airport,53.89881,-166.544996
DVL,Devils Lake Regional Airport,Devils Lake,US,US-ND,medium_airport,48.115454,-98.908796
DVO,Francisco Bangoy International Airport,Davao,PH,PH-DVO,large_airport,7.12552,125.646004
DWB,Soalala Airport,Soalala,MG,MG-M,small_airport,-16.10169,45.358837
DWC,Al Maktoum International Airport,Dubai(Jebel Ali),AE,AE-DU,large_airport,24.896171,55.16235
DWD,Dawadmi Domestic Airport,Dawadmi,SA,SA-01,medium_airport,24.4499,44.121201
DXB,Dubai International Airport,Dubai,AE,AE-DU,large_airport,25.24979,55.370992
DXJ,Xiangxi Biancheng Airport,Xiangxi,CN,CN-43,small_airport,28.4972,109.5218
DXN,Noida International Airport,Gautam Buddha Nagar,IN,IN-UP,large_airport,28.179868,77.611843
DYG,Zhangjiajie Hehua International Airport,Zhangjiajie (Yongding),CN,CN-43,large_airport,29.104749,110.442786
DYR,Ugolny Yuri Ryktheu Airport,Anadyr,RU,RU-CHU,medium_airport,64.734902,177.740997
DYU,Dushanbe International Airport,Dushanbe,TJ,TJ-DU,large_airport,38.543746,68.822977
DZA,Dzaoudzi Pamandzi International Airport,Dzaoudzi,YT,YT-U-A,large_airport,-12.809319,45.281815
DZH,Dazhou Jinya Airport,Dazhou (Dachuan),CN,CN-51,medium_airport,31.048815,107.435646
DZN,Zhezkazgan National Airport,Zhezkazgan,KZ,KZ-ULY,large_airport,47.708953,67.738094
EAA,Eagle Airport,Eagle,US,US-AK,small_airport,64.778003,-141.150455
EAM,Najran Domestic Airport,Najran,SA,SA-10,medium_airport,17.611401,44.419201
EAR,Kearney Regional Airport,Kearney,US,US-NE,medium_airport,40.727001,-99.006798
EAS,San Sebastián Airport,Hondarribia,ES,ES-PV,medium_airport,43.356499,-1.79061
EAT,Pangborn Memorial Airport,Wenatchee,US,US-WA,medium_airport,47.398899,-120.207001
EAU,Chippewa Valley Regional Airport,Eau Claire,US,US-WI,medium_airport,44.86579895019531,-91.48429870605469
EAX,Eduard Alexander Gummels Airport,Kwatta,SR,SR-PM,small_airport,5.863807,-55.189504
EBA,Marina di Campo Airport,Campo nell'Elba (LI),IT,IT-52,medium_airport,42.760871,10.239811
EBB,Entebbe International Airport,Entebbe,UG,UG-C,large_airport,0.042386,32.443501
EBD,El-Obeid Airport,El-Obeid,SD,SD-09,medium_airport,13.1532,30.2327
EBH,El Bayadh Airport,El Bayadh,DZ,DZ-32,small_airport,33.721667,1.0925
EBJ,Esbjerg Airport,Esbjerg,DK,DK-83,medium_airport,55.525902,8.5534
EBL,Erbil International Airport,Arbil,IQ,IQ-AR,large_airport,36.236047,43.946615
ECN,Ercan International Airport,Tymbou (Kirklar),CY,CY-02,large_airport,35.153064,33.507352
ECP,Northwest Florida Beaches International Airport,Panama City Beach,US,US-FL,medium_airport,30.357106,-85.795414
EDI,Edinburgh Airport,"Ingliston, Edinburgh",GB,GB-SCT,large_airport,55.950145,-3.372288
EDL,Eldoret International Airport,Eldoret,KE,KE-27,large_airport,0.404458,35.238899
EDO,Balıkesir Koca Seyit Airport,Edremit,TR,TR-10,large_airport,39.552533,27.010192
EDR,Pormpuraaw Airport,Pormpuraaw,AU,AU-QLD,small_airport,-14.896451,141.60908
EEK,Eek Airport,Eek,US,US-AK,small_airport,60.213173,-162.044048
EFL,Kefallinia Airport,Kefallinia Island,GR,GR-F,medium_airport,38.12009811401367,20.500499725341797
EGC,Bergerac Dordogne-Périgord airport,Bergerac,FR,FR-NAQ,medium_airport,44.825298,0.518611
EGE,Eagle County Regional Airport,Eagle,US,US-CO,medium_airport,39.64260101,-106.9179993
EGS,Egilsstaðir Airport,Egilsstaðir,IS,IS-7,medium_airport,65.2833023071289,-14.401399612426758
EGX,Egegik Airport,Egegik,US,US-AK,medium_airport,58.184386,-157.374873
EHU,Ezhou Huahu International Airport,Ezhou,CN,CN-42,large_airport,30.341178,115.03926
EIE,Yeniseysk Airport,Yeniseysk,RU,RU-KYA,medium_airport,58.474201,92.112503
EIN,Eindhoven Airport,Eindhoven,NL,NL-NB,large_airport,51.4500999451,5.37452983856
EIS,Terrance B. Lettsome International Airport,Beef Island,VG,VG-U-A,large_airport,18.445492,-64.541707
EJA,Yariguíes Airport,Barrancabermeja,CO,CO-SAN,medium_airport,7.02433,-73.8068
EJH,Al Wajh Domestic Airport,Al Wajh,SA,SA-07,medium_airport,26.198601,36.476398
EJT,Enejit Airport,Enejit Island,MH,MH-MIL,small_airport,6.0404,171.9846
EKO,Elko Regional Airport,Elko,US,US-NV,medium_airport,40.82490158081055,-115.79199981689453
EKS,Shakhtyorsk Airport,Shakhtyorsk,RU,RU-SAK,small_airport,49.1903,142.082993
ELC,Elcho Island Airport,Elcho Island,AU,AU-NT,medium_airport,-12.019399642899998,135.570999146
ELD,South Arkansas Regional Airport at Goodwin Field,El Dorado,US,US-AR,medium_airport,33.221001,-92.813301
ELF,El Fasher Airport,El Fasher,SD,SD-02,medium_airport,13.614899635314941,25.324600219726562
ELG,El Golea Airport,El Menia,DZ,DZ-50,medium_airport,30.580732,2.861595
ELH,North Eleuthera Airport,North Eleuthera,BS,BS-HI,medium_airport,25.475823,-76.680784
ELI,Elim Airport,Elim,US,US-AK,small_airport,64.6147,-162.272003
ELM,Elmira Corning Regional Airport,Elmira/Corning,US,US-NY,medium_airport,42.1599006652832,-76.8916015625
ELP,El Paso International Airport,El Paso,US,US-TX,large_airport,31.809908,-106.375607
ELQ,Prince Naif bin Abdulaziz International Airport,Qassim,SA,SA-05,large_airport,26.302799,43.774399
ELS,King Phalo Airport,East London,ZA,ZA-EC,large_airport,-33.035599,27.825899
ELU,Guemar Airport - مطار قمار بالوادي,Guemar,DZ,DZ-39,medium_airport,33.511398,6.77679
EMA,East Midlands Airport,"Nottingham, Leicestershire",GB,GB-ENG,large_airport,52.8311,-1.32806
EMD,Emerald Airport,Emerald,AU,AU-QLD,medium_airport,-23.5674991608,148.179000854
EME,Emden Airport,Emden,DE,DE-NI,small_airport,53.391109,7.2275
EMK,Emmonak Airport,Emmonak,US,US-AK,medium_airport,62.78609848,-164.4909973
ENA,Kenai Municipal Airport,Kenai,US,US-AK,medium_airport,60.570946,-151.245174
ENE,H. Hasan Aroeboesman (Ende) Airport,Ende,ID,ID-NT,small_airport,-8.849114,121.66101
ENF,Enontekio Airport,Enontekio,FI,FI-10,medium_airport,68.362602233887,23.424299240112
ENH,Enshi Xujiaping Airport,Enshi (Enshi),CN,CN-42,medium_airport,30.320299,109.485001
ENI,El Nido Airport,El Nido,PH,PH-PLW,small_airport,11.202399,119.416087
ENO,Teniente Ramon A. Ayub Gonzalez International Airport,Encarnación,PY,PY-7,large_airport,-27.227537,-55.837584
ENT,Eniwetok Airport,Eniwetok Atoll,MH,MH-ENI,small_airport,11.340700149536133,162.3280029296875
ENU,Akanu Ibiam International Airport,Enegu,NG,NG-EN,large_airport,6.473718,7.560463
ENY,Yan'an Nanniwan Airport,Yan'an (Baota),CN,CN-61,medium_airport,36.479413,109.464083
EOH,Enrique Olaya Herrera Airport,Medellín,CO,CO-ANT,medium_airport,6.219686,-75.590597
EOI,Eday Airport,Eday,GB,GB-SCT,medium_airport,59.19060134887695,-2.7722198963165283
EPR,Esperance Airport,Esperance,AU,AU-WA,medium_airport,-33.684399,121.822998
EPU,Pärnu Airport,Pärnu,EE,EE-67,medium_airport,58.41899871826172,24.47279930114746
EQS,Esquel Brigadier Antonio Parodi International Airport,Esquel,AR,AR-U,medium_airport,-42.908001,-71.139503
ERC,Erzincan Airport,Erzincan,TR,TR-24,medium_airport,39.7102012634,39.527000427199994
ERF,Erfurt-Weimar Airport,Erfurt,DE,DE-TH,large_airport,50.978281,10.960713
ERH,Moulay Ali Cherif Airport,Errachidia,MA,MA-08,medium_airport,31.9475002289,-4.39833021164
ERI,Erie International Tom Ridge Field,Erie,US,US-PA,medium_airport,42.083127,-80.173867
ERL,Erenhot Saiwusu International Airport,Erenhot,CN,CN-15,medium_airport,43.424079,112.091081
ERS,Eros Airport,Windhoek,NA,NA-KH,medium_airport,-22.60492,17.079002
ERZ,Erzurum International Airport,Erzurum,TR,TR-25,medium_airport,39.956501,41.1702
ESB,Esenboğa International Airport,Ankara,TR,TR-06,large_airport,40.128101,32.995098
ESC,Delta County Airport,Escanaba,US,US-MI,medium_airport,45.723199,-87.088623
ESD,Orcas Island Airport,Eastsound,US,US-WA,medium_airport,48.708199,-122.910004
ESL,Elista Airport,Elista,RU,RU-KL,medium_airport,46.373901,44.330898
ESM,Carlos Concha Torres International Airport,Tachina,EC,EC-E,large_airport,0.978519,-79.626602
ESR,Ricardo García Posada Airport,El Salvador,CL,CL-AT,medium_airport,-26.3111,-69.765198
ESU,Essaouira-Mogador Airport,Essaouira,MA,MA-07,medium_airport,31.397499,-9.68167
ETM,Ramon International Airport,Eilat,IL,IL-D,large_airport,29.727009,35.014116
ETR,Santa Rosa - Artillery Colonel Victor Larrea International Airport,Santa Rosa,EC,EC-O,medium_airport,-3.441986,-79.996957
ETZ,Metz-Nancy-Lorraine Airport,Goin,FR,FR-GES,medium_airport,48.982101,6.25132
EUA,Kaufana Airport,Eua Island,TO,TO-01,small_airport,-21.378299713100002,-174.957992554
EUG,Eugene Airport,Eugene,US,US-OR,medium_airport,44.124599,-123.211998
EUN,Laayoune Hassan I International Airport,El Aaiún,EH,EH-U-A,large_airport,27.142467,-13.224947
EUX,F. D. Roosevelt Airport,Oranjestad,BQ,BQ-SE,medium_airport,17.4965,-62.979401
EVE,Harstad/Narvik Airport,Evenes,NO,NO-18,large_airport,68.491302,16.678101
EVG,Sveg Airport,Sveg,SE,SE-Z,small_airport,62.047798,14.4229
EVN,Zvartnots International Airport,Yerevan,AM,AM-ER,large_airport,40.148941,44.397887
EVV,Evansville Regional Airport,Evansville,US,US-IN,medium_airport,38.0369987488,-87.5324020386
EWB,New Bedford Regional Airport,New Bedford,US,US-MA,medium_airport,41.67610168457031,-70.95690155029297
EWN,Coastal Carolina Regional Airport,New Bern,US,US-NC,medium_airport,35.0730018616,-77.04290008539999
EWR,Newark Liberty International Airport,Newark,US,US-NJ,large_airport,40.6894,-74.170545
EXT,Exeter International Airport,"Exeter, Devon",GB,GB-ENG,medium_airport,50.734261,-3.413984
EYK,Beloyarskiy Airport,,RU,RU-KHM,medium_airport,63.686901,66.698601
EYP,El Alcaravan - Yopal Airport,Yopal,CO,CO-CAS,medium_airport,5.31911,-72.384
EYW,Key West International Airport,Key West,US,US-FL,medium_airport,24.556119,-81.759579
EZE,Ezeiza International Airport - Ministro Pistarini,Buenos Aires (Ezeiza),AR,AR-B,large_airport,-34.8222,-58.5358
EZS,Elazığ Airport,Elazığ,TR,TR-23,medium_airport,38.597974,39.28348
FAE,Vágar Airport,Vágar,FO,FO-U-A,large_airport,62.063256,-7.275782
FAI,Fairbanks International Airport,Fairbanks,US,US-AK,medium_airport,64.815102,-147.856003
FAO,Faro - Gago Coutinho International Airport,Faro,PT,PT-08,large_airport,37.015909,-7.970939
FAR,Hector International Airport,Fargo,US,US-ND,medium_airport,46.9207,-96.815804
FAT,Fresno Yosemite International Airport,Fresno,US,US-CA,large_airport,36.775767,-119.718018
FAV,Fakarava Airport,,PF,PF-U-A,medium_airport,-16.054100036621094,-145.65699768066406
FAY,Fayetteville Regional Airport - Grannis Field,Fayetteville,US,US-NC,medium_airport,34.991199,-78.880302
FBD,Fayzabad Airport,Fayzabad,AF,AF-BDS,small_airport,37.122148,70.5201
FBE,Paulo Abdala Airport,Francisco Beltrão,BR,BR-PR,small_airport,-26.05938,-53.063827
FBM,Lubumbashi International Airport,Lubumbashi,CD,CD-HK,large_airport,-11.591494,27.530753
FCA,Glacier Park International Airport,Kalispell,US,US-MT,medium_airport,48.310501,-114.255997
FCN,Sea-Airport Cuxhaven/Nordholz / Nordholz Naval Airbase,Wurster Nordseeküste,DE,DE-NI,medium_airport,53.767689,8.659201
FCO,Rome–Fiumicino Leonardo da Vinci International Airport,Rome,IT,IT-62,large_airport,41.804532,12.251998
FDE,"Førde Airport, Bringeland",Førde,NO,NO-46,small_airport,61.391102,5.75694
FDF,Martinique Aimé Césaire International Airport,Fort-de-France,MQ,MQ-U-A,large_airport,14.591,-61.003201
FDH,Bodensee Airport Friedrichshafen,Friedrichshafen,DE,DE-BW,large_airport,47.671299,9.51149
FDU,Bandundu Airport,Bandundu,CD,CD-KL,medium_airport,-3.31132,17.381701
FEG,Fergana International Airport,Fergana,UZ,UZ-FA,medium_airport,40.358799,71.745003
FEN,Fernando de Noronha Airport,Fernando de Noronha,BR,BR-PE,medium_airport,-3.854534,-32.423017
FEZ,Fes Saïss International Airport,Saïss,MA,MA-03,large_airport,33.927299,-4.97796
FGU,Fangatau Airport,Fangatau,PF,PF-U-A,medium_airport,-15.820044,-140.888071
FHZ,Fakahina Airport,Fakahina,PF,PF-U-A,small_airport,-15.992259,-140.164246
FIE,Fair Isle Airport,Fair Isle,GB,GB-SCT,small_airport,59.534721,-1.628509
FIH,Ndjili International Airport,Kinshasa,CD,CD-KN,large_airport,-4.38575,15.4446
FIZ,Fitzroy Crossing Airport,,AU,AU-WA,medium_airport,-18.183596,125.559783
FJR,Fujairah International Airport,Fujairah,AE,AE-FU,large_airport,25.108411,56.328061
FKB,Karlsruhe Baden-Baden Airport,Rheinmünster,DE,DE-BW,large_airport,48.7794,8.0805
FKI,Bangoka International Airport,Kisangani,CD,CD-TO,large_airport,0.481639,25.337999
FKQ,Fakfak Airport,Fakfak,ID,ID-PB,medium_airport,-2.920508,132.267011
FKS,Fukushima Airport,Sukagawa,JP,JP-07,medium_airport,37.22740173339844,140.43099975585938
FLA,Gustavo Artunduaga Paredes Airport,Florencia,CO,CO-CAQ,medium_airport,1.58919,-75.5644
FLG,Flagstaff Pulliam Airport,Flagstaff,US,US-AZ,medium_airport,35.139757,-111.669826
FLL,Fort Lauderdale Hollywood International Airport,Fort Lauderdale,US,US-FL,large_airport,26.072599,-80.152702
FLN,Hercílio Luz International Airport,Florianópolis,BR,BR-SC,large_airport,-27.670279,-48.552502
FLO,Florence Regional Airport,Florence,US,US-SC,medium_airport,34.18539810180664,-79.7238998413086
FLR,"Florence Airport, Peretola",Firenze (FI),IT,IT-52,large_airport,43.808558,11.202822
FLS,Flinders Island Airport,Whitemark,AU,AU-TAS,small_airport,-40.091702,147.992996
FLW,Flores Airport,Santa Cruz das Flores,PT,PT-20,medium_airport,39.455299377441406,-31.131399154663086
FLZ,Dr. Ferdinand Lumban Tobing Airport,Sibolga (Pinangsori),ID,ID-SU,medium_airport,1.557127,98.887145
FMA,Formosa National Airport,Formosa,AR,AR-P,medium_airport,-26.2127,-58.2281
FMI,Kalemie Airport,Kalemie,CD,CD-TA,medium_airport,-5.87556,29.25
FMM,Memmingen Allgau Airport,Memmingen,DE,DE-BY,large_airport,47.988092,10.238248
FMO,Münster Osnabrück Airport,Greven,DE,DE-NW,large_airport,52.133816,7.688482
FMT,Faresmaathoda Airport,Faresmaathodaa,MV,MV-28,small_airport,0.192647,73.196755
FNA,Lungi International Airport,Freetown (Lungi-Town),SL,SL-N,large_airport,8.61644,-13.1955
FNC,Cristiano Ronaldo International Airport,Funchal,PT,PT-30,large_airport,32.697812,-16.774613
FND,Funadhoo Airport,Funadhoo,MV,MV-24,small_airport,6.162443,73.28752
FNI,Nîmes-Arles-Camargue Airport,Nîmes/Garons,FR,FR-OCC,medium_airport,43.757401,4.41635
FNJ,Pyongyang Sunan International Airport,Pyongyang,KP,KP-01,large_airport,39.224098,125.669998
FNT,Bishop International Airport,Flint,US,US-MI,medium_airport,42.969294,-83.743355
FOA,Foula Airfield,Foula,GB,GB-SCT,small_airport,60.121916,-2.053439
FOC,Fuzhou Changle International Airport,Fuzhou (Changle),CN,CN-35,large_airport,25.929254,119.672524
FOD,Fort Dodge Regional Airport,Fort Dodge,US,US-IA,medium_airport,42.552624,-94.191237
FOG,Foggia Gino Lisa Airport,Foggia (FG),IT,IT-75,medium_airport,41.433596,15.534566
FON,La Fortuna Arenal Airport,La Fortuna,CR,CR-A,medium_airport,10.469311,-84.579073
FOR,Pinto Martins International Airport,Fortaleza,BR,BR-CE,large_airport,-3.775833,-38.532222
FPO,Grand Bahama International Airport,Freeport,BS,BS-FP,large_airport,26.557996,-78.695583
FRA,Frankfurt Main Airport,Frankfurt am Main,DE,DE-HE,large_airport,50.026706,8.55835
